"","meet_name","meet_date","meet_location","start_time","race_group","place","name","class_year","team","avg_mile","time","score","url"
"103","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","8","  Ritter, Thomas","SR-4","     Bethel (Minn.)","5:22.3","16:41.5","8","https://www.tfrrs.org/results/xc/8459.html"
"104","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","9","  Plumb, Andrew","FR-1","     St. Olaf","5:24.1","16:47.0","9","https://www.tfrrs.org/results/xc/8459.html"
"105","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","10","  Kirtley, Alec","FR-1","     St. Olaf","5:25.6","16:51.6","10","https://www.tfrrs.org/results/xc/8459.html"
"106","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","11","  Berhe, Alex","FR-1","     St. Olaf","5:26.4","16:54.3","11","https://www.tfrrs.org/results/xc/8459.html"
"107","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","12","  Mohamed, Mohamed","SR-4","     Augsburg","5:26.9","16:55.6","12","https://www.tfrrs.org/results/xc/8459.html"
"108","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","13","  Anderson, William","FR-1","     St. Olaf","5:27.2","16:56.8","13","https://www.tfrrs.org/results/xc/8459.html"
"109","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","14","  Huss, Tim","FR-1","     Bethel (Minn.)","5:32.6","17:13.3","14","https://www.tfrrs.org/results/xc/8459.html"
"110","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","15","  Burt, Henry","SR-4","     St. Olaf","5:33.6","17:16.5","15","https://www.tfrrs.org/results/xc/8459.html"
"111","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","16","  Svennes, Christian","SO-2","     Bethel (Minn.)","5:35.7","17:23.0","16","https://www.tfrrs.org/results/xc/8459.html"
"112","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","17","  Erickson, Luke ","JR-3","     Augsburg","5:36.3","17:25.0","17","https://www.tfrrs.org/results/xc/8459.html"
"113","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","18","  Huffman, David","SO-2","     Bethel (Minn.)","5:39.2","17:34.1"," ","https://www.tfrrs.org/results/xc/8459.html"
"114","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","19","  Dea, Nick","FR-1","     St. Olaf","5:40.0","17:36.6"," ","https://www.tfrrs.org/results/xc/8459.html"
"115","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","20","  Huss, Chris","JR-3","     Augsburg","5:40.9","17:39.4","18","https://www.tfrrs.org/results/xc/8459.html"
"116","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","21","  Bissen, Thomas","FR-1","     St. Olaf","5:44.9","17:51.7"," ","https://www.tfrrs.org/results/xc/8459.html"
"117","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","22","  Johnson, Jacob","FR-1","     St. Olaf","5:49.5","18:05.9"," ","https://www.tfrrs.org/results/xc/8459.html"
"118","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","23","  Brecheisen, Justin","FR-1","     Bethel (Minn.)","5:50.1","18:07.7"," ","https://www.tfrrs.org/results/xc/8459.html"
"119","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","24","  Huffman, Taylor","SO-2","     Bethel (Minn.)","5:53.1","18:17.3"," ","https://www.tfrrs.org/results/xc/8459.html"
"120","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","25","  Barqadle, Ibrahim","SO-2","     Augsburg","5:54.6","18:21.9","19","https://www.tfrrs.org/results/xc/8459.html"
"121","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","26","  Moore, Ryan","FR-1","     Augsburg","5:59.6","18:37.5","20","https://www.tfrrs.org/results/xc/8459.html"
"122","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","27","  Pearson, Keenan","JR-3","     Bethel (Minn.)","6:00.4","18:39.7"," ","https://www.tfrrs.org/results/xc/8459.html"
"123","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","28","  McGillivary, Andrew","JR-3","     Augsburg","6:02.2","18:45.4","21","https://www.tfrrs.org/results/xc/8459.html"
"124","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","29","  Erickson, Benjamin","FR-1","     Augsburg","6:02.9","18:47.7"," ","https://www.tfrrs.org/results/xc/8459.html"
"125","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","30","  Lowery, Nick","SO-2","     Bethel (Minn.)","6:09.0","19:06.5"," ","https://www.tfrrs.org/results/xc/8459.html"
"126","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","31","  Hed, Andrew","SO-2","     Bethel (Minn.)","6:16.0","19:28.3"," ","https://www.tfrrs.org/results/xc/8459.html"
"127","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","32","  Wek, Austen","SO-2","     Augsburg","6:19.8","19:40.1"," ","https://www.tfrrs.org/results/xc/8459.html"
"128","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","33","  Johnson, Brandon","FR-1","     Bethel (Minn.)","6:20.1","19:41.0"," ","https://www.tfrrs.org/results/xc/8459.html"
"129","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","34","  Said, Yasir ","FR-1","     Augsburg","6:40.6","20:44.6"," ","https://www.tfrrs.org/results/xc/8459.html"
"130","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","35","  Berka, Matt","SR-4","     Bethel (Minn.)","6:45.4","20:59.7"," ","https://www.tfrrs.org/results/xc/8459.html"
"131","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","36","  Kifle, Tedros","SO-2","     Augsburg","7:07.9","22:09.7"," ","https://www.tfrrs.org/results/xc/8459.html"
"132","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","37","  Wright, Zac","JR-3","     Bethel (Minn.)","7:25.2","23:03.4"," ","https://www.tfrrs.org/results/xc/8459.html"
"133","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","38","  Adams, Sean ","SO-2","     Augsburg","7:54.0","24:32.8"," ","https://www.tfrrs.org/results/xc/8459.html"
"134","Augsburg College Open"," 09/05/15","Riverside Park, Minneapolis, MN 55441","Start Time: 06:00 PM","Men's 5000 Meters Team Results (5k)  Top<U+2191>","39","  Aden, Yahya","FR-1","     Augsburg","7:55.5","24:37.6"," ","https://www.tfrrs.org/results/xc/8459.html"
